antecedent,consequent,support,confidence,lift,itemset_size,min_support,min_confidence,min_lift,parameter_set,rule_id
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000834
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000835
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000836
root vegetables;rolls/buns,whole milk,0.0137,0.5562,2.1379,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000837
yogurt;curd,whole milk,0.01,0.5798,2.2287,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000838
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000839
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000840
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000841
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000842
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.6,0.5,s0.01_c0.6_l0.5,apriori_all_000843
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.6,1.0,s0.01_c0.6_l1.0,apriori_all_000844
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.6,1.2,s0.01_c0.6_l1.2,apriori_all_000845
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.6,1.5,s0.01_c0.6_l1.5,apriori_all_000846
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000847
rolls/buns,whole milk,0.0569,0.307,1.1799,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000848
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000849
citrus fruit,whole milk,0.032,0.3741,1.4381,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000850
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000851
margarine,other vegetables,0.0206,0.3389,1.7594,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000852
newspapers,whole milk,0.0289,0.3625,1.3932,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000853
bottled water,whole milk,0.0349,0.3141,1.2074,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000854
fruit/vegetable juice,whole milk,0.028,0.3697,1.4211,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000855
pork,whole milk,0.0225,0.4036,1.5515,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000856
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000857
pip fruit,whole milk,0.0289,0.3933,1.5116,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000858
sausage,whole milk,0.0321,0.3405,1.3089,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000859
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000860
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000861
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000862
margarine,whole milk,0.0259,0.4248,1.6329,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000863
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000864
pastry,whole milk,0.035,0.3887,1.4941,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000865
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000866
sausage,rolls/buns,0.0304,0.322,1.736,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000867
frankfurter,whole milk,0.0209,0.3504,1.3467,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000868
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000869
butter,other vegetables,0.0211,0.3796,1.9706,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000870
beef,whole milk,0.0221,0.4282,1.6457,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000871
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000872
pork,other vegetables,0.0205,0.3672,1.9063,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000873
curd,whole milk,0.0264,0.4919,1.8907,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000874
pip fruit,other vegetables,0.0247,0.336,1.7442,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000875
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000876
domestic eggs,other vegetables,0.0231,0.3614,1.876,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000877
whipped/sour cream,other vegetables,0.0273,0.3868,2.0083,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000878
citrus fruit,other vegetables,0.0289,0.3384,1.757,2,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000879
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000880
yogurt;whole milk,other vegetables,0.0225,0.3964,2.058,3,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000881
other vegetables;whole milk,root vegetables,0.0228,0.3031,2.8119,3,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000882
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000883
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.02,0.3,0.5,s0.02_c0.3_l0.5,apriori_all_000884
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000885
rolls/buns,whole milk,0.0569,0.307,1.1799,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000886
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000887
citrus fruit,whole milk,0.032,0.3741,1.4381,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000888
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000889
margarine,other vegetables,0.0206,0.3389,1.7594,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000890
newspapers,whole milk,0.0289,0.3625,1.3932,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000891
bottled water,whole milk,0.0349,0.3141,1.2074,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000892
fruit/vegetable juice,whole milk,0.028,0.3697,1.4211,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000893
pork,whole milk,0.0225,0.4036,1.5515,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000894
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000895
pip fruit,whole milk,0.0289,0.3933,1.5116,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000896
sausage,whole milk,0.0321,0.3405,1.3089,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000897
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000898
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000899
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000900
margarine,whole milk,0.0259,0.4248,1.6329,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000901
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000902
pastry,whole milk,0.035,0.3887,1.4941,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000903
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000904
sausage,rolls/buns,0.0304,0.322,1.736,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000905
frankfurter,whole milk,0.0209,0.3504,1.3467,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000906
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000907
butter,other vegetables,0.0211,0.3796,1.9706,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000908
beef,whole milk,0.0221,0.4282,1.6457,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000909
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000910
pork,other vegetables,0.0205,0.3672,1.9063,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000911
curd,whole milk,0.0264,0.4919,1.8907,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000912
pip fruit,other vegetables,0.0247,0.336,1.7442,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000913
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000914
domestic eggs,other vegetables,0.0231,0.3614,1.876,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000915
whipped/sour cream,other vegetables,0.0273,0.3868,2.0083,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000916
citrus fruit,other vegetables,0.0289,0.3384,1.757,2,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000917
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000918
yogurt;whole milk,other vegetables,0.0225,0.3964,2.058,3,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000919
other vegetables;whole milk,root vegetables,0.0228,0.3031,2.8119,3,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000920
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000921
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.02,0.3,1.0,s0.02_c0.3_l1.0,apriori_all_000922
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000923
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000924
citrus fruit,whole milk,0.032,0.3741,1.4381,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000925
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000926
margarine,other vegetables,0.0206,0.3389,1.7594,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000927
newspapers,whole milk,0.0289,0.3625,1.3932,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000928
bottled water,whole milk,0.0349,0.3141,1.2074,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000929
fruit/vegetable juice,whole milk,0.028,0.3697,1.4211,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000930
pork,whole milk,0.0225,0.4036,1.5515,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000931
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000932
pip fruit,whole milk,0.0289,0.3933,1.5116,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000933
sausage,whole milk,0.0321,0.3405,1.3089,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000934
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000935
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000936
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000937
margarine,whole milk,0.0259,0.4248,1.6329,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000938
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000939
pastry,whole milk,0.035,0.3887,1.4941,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000940
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000941
sausage,rolls/buns,0.0304,0.322,1.736,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000942
frankfurter,whole milk,0.0209,0.3504,1.3467,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000943
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000944
butter,other vegetables,0.0211,0.3796,1.9706,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000945
beef,whole milk,0.0221,0.4282,1.6457,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000946
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000947
pork,other vegetables,0.0205,0.3672,1.9063,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000948
curd,whole milk,0.0264,0.4919,1.8907,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000949
pip fruit,other vegetables,0.0247,0.336,1.7442,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000950
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000951
domestic eggs,other vegetables,0.0231,0.3614,1.876,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000952
whipped/sour cream,other vegetables,0.0273,0.3868,2.0083,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000953
citrus fruit,other vegetables,0.0289,0.3384,1.757,2,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000954
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000955
yogurt;whole milk,other vegetables,0.0225,0.3964,2.058,3,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000956
other vegetables;whole milk,root vegetables,0.0228,0.3031,2.8119,3,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000957
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000958
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.02,0.3,1.2,s0.02_c0.3_l1.2,apriori_all_000959
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000960
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000961
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000962
margarine,other vegetables,0.0206,0.3389,1.7594,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000963
pork,whole milk,0.0225,0.4036,1.5515,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000964
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000965
pip fruit,whole milk,0.0289,0.3933,1.5116,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000966
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000967
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000968
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000969
margarine,whole milk,0.0259,0.4248,1.6329,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000970
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000971
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000972
sausage,rolls/buns,0.0304,0.322,1.736,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000973
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000974
butter,other vegetables,0.0211,0.3796,1.9706,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000975
beef,whole milk,0.0221,0.4282,1.6457,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000976
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000977
pork,other vegetables,0.0205,0.3672,1.9063,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000978
curd,whole milk,0.0264,0.4919,1.8907,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000979
pip fruit,other vegetables,0.0247,0.336,1.7442,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000980
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000981
domestic eggs,other vegetables,0.0231,0.3614,1.876,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000982
whipped/sour cream,other vegetables,0.0273,0.3868,2.0083,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000983
citrus fruit,other vegetables,0.0289,0.3384,1.757,2,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000984
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000985
yogurt;whole milk,other vegetables,0.0225,0.3964,2.058,3,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000986
other vegetables;whole milk,root vegetables,0.0228,0.3031,2.8119,3,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000987
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000988
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.02,0.3,1.5,s0.02_c0.3_l1.5,apriori_all_000989
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000990
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000991
pork,whole milk,0.0225,0.4036,1.5515,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000992
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000993
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000994
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000995
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000996
margarine,whole milk,0.0259,0.4248,1.6329,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000997
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000998
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_000999
beef,whole milk,0.0221,0.4282,1.6457,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_001000
curd,whole milk,0.0264,0.4919,1.8907,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_001001
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_001002
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_001003
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_001004
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.02,0.4,0.5,s0.02_c0.4_l0.5,apriori_all_001005
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001006
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001007
pork,whole milk,0.0225,0.4036,1.5515,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001008
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001009
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001010
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001011
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001012
margarine,whole milk,0.0259,0.4248,1.6329,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001013
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001014
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001015
beef,whole milk,0.0221,0.4282,1.6457,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001016
curd,whole milk,0.0264,0.4919,1.8907,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001017
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001018
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001019
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001020
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.02,0.4,1.0,s0.02_c0.4_l1.0,apriori_all_001021
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001022
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001023
pork,whole milk,0.0225,0.4036,1.5515,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001024
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001025
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001026
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001027
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001028
margarine,whole milk,0.0259,0.4248,1.6329,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001029
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001030
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001031
beef,whole milk,0.0221,0.4282,1.6457,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001032
curd,whole milk,0.0264,0.4919,1.8907,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001033
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001034
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001035
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001036
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.02,0.4,1.2,s0.02_c0.4_l1.2,apriori_all_001037
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001038
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001039
pork,whole milk,0.0225,0.4036,1.5515,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001040
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001041
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001042
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001043
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001044
margarine,whole milk,0.0259,0.4248,1.6329,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001045
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001046
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001047
beef,whole milk,0.0221,0.4282,1.6457,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001048
curd,whole milk,0.0264,0.4919,1.8907,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001049
